id,source_canonical_name,source_aliases_json,source_group_name,source_pregnancy_severity,source_breastfeeding_severity,source_rationale,source_non_overridable_boolean
531,Disteardimonium Hectorite,"[""disteardimonium hectorite""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
532,Eicosadioate,"[""eicosadioate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
533,Ethylcellulose,"[""ethylcellulose""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
534,Ethylene/Propylene Copolymer,"[""ethylene/propylene copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
535,Ethylhexyl Methoxycrylene,"[""ethylhexyl methoxycrylene""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
536,Euphorbia Cerifera Wax,"[""euphorbia cerifera wax""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
537,Ferric Ammonium Ferrocyanide,"[""ferric ammonium ferrocyanide""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
538,Ferric Ferrocyanide,"[""ferric ferrocyanide""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
539,Flavor,"[""flavor""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
540,Fragrance/Parfum,"[""fragrance/parfum""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
541,Galactoarabinan,"[""galactoarabinan""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
542,Glucomannan,"[""glucomannan""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
543,Glycerine,"[""glycerine""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
544,Glyceryl Acrylate/Acrylic Acid Copolymer,"[""glyceryl acrylate/acrylic acid copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
545,Glyceryl Behenate,"[""glyceryl behenate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
546,Glyceryl Caprylate,"[""glyceryl caprylate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
547,Glyceryl Dibehenate,"[""glyceryl dibehenate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
548,Glyceryl Linoleate,"[""glyceryl linoleate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
549,Glyceryl Linolenate,"[""glyceryl linolenate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
550,Glyceryl Oleate,"[""glyceryl oleate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
551,Glyceryl Palmitate,"[""glyceryl palmitate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
552,Glyceryl Polyacrylate,"[""glyceryl polyacrylate""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
553,Glyceryl Undecylenate,"[""glyceryl undecylenate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
554,Glycine Soja Oil,"[""glycine soja oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
555,Glycyrrhetinic Acid,"[""glycyrrhetinic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
556,Gossypium Herbaceum Seed Oil,"[""gossypium herbaceum seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
557,Green 5,"[""green 5""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
558,Hamamelis Virginiana Extract,"[""hamamelis virginiana extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
559,Helianthus Annuus Seed Wax,"[""helianthus annuus seed wax""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
560,Heptyl Undecylenate,"[""heptyl undecylenate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
561,Homosalate 9%,"[""homosalate 9%""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
562,Hydrated Silica,"[""hydrated silica""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
563,Hydrofluorocarbon 152A,"[""hydrofluorocarbon 152a""]",Propellants,safe,safe,Propellant gas used in sprays; minimal dermal exposure from finished products; no known pregnancy/breastfeeding risk at typical cosmetic use.,False
564,Hydrogen Dimethicone,"[""hydrogen dimethicone""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
565,Hydrogenated Castor Oil,"[""hydrogenated castor oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
566,Hydrogenated Lecithin,"[""hydrogenated lecithin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
567,Hydrogenated Starch Hydrolysate,"[""hydrogenated starch hydrolysate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
568,Hydrolyzed Hyaluronic Acid,"[""hydrolyzed hyaluronic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
569,Hydrolyzed Sodium Hyaluronate,"[""hydrolyzed sodium hyaluronate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
570,Hydroxyapatite,"[""hydroxyapatite""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
571,Hydroxycapric Acid,"[""hydroxycapric acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
572,Inulin,"[""inulin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
573,Iron Oxide,"[""iron oxide""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
574,Isoamyl Laurate,"[""isoamyl laurate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
575,Isobutane,"[""isobutane""]",Propellants,safe,safe,Propellant gas used in sprays; minimal dermal exposure from finished products; no known pregnancy/breastfeeding risk at typical cosmetic use.,False
576,Isoceteth-10,"[""isoceteth-10""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
577,Isoceteth-25,"[""isoceteth-25""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
578,Isocetyl Stearoyl Stearate,"[""isocetyl stearoyl stearate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
579,Isodecyl Neopentanoate,"[""isodecyl neopentanoate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
580,Isohexadecane,"[""isohexadecane""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
581,Isopropyl Myristate,"[""isopropyl myristate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
582,Isostearic Acid,"[""isostearic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
583,Jojoba Esters,"[""jojoba esters""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
584,Kappaphycus Alvarezii Extract,"[""kappaphycus alvarezii extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
585,Laminaria Saccharina Extract,"[""laminaria saccharina extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
586,Laureth-7,"[""laureth-7""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
587,Lauroyl Lysine,"[""lauroyl lysine""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
588,Linalyl Acetate,"[""linalyl acetate""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
589,Linoleic Acid,"[""linoleic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
590,Linolenic Acid,"[""linolenic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
591,Linum Usitatissimum Seed Oil,"[""linum usitatissimum seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
592,Magnesium Aluminum Silicate,"[""magnesium aluminum silicate""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
593,Magnesium Carbonate,"[""magnesium carbonate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
594,Magnesium Chloride,"[""magnesium chloride""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
595,Magnesium Myristate,"[""magnesium myristate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
596,Magnesium Oxide,"[""magnesium oxide""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
597,Magnesium Sulfate,"[""magnesium sulfate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
598,Maltodextrin,"[""maltodextrin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
599,Malva Sylvestris Flower/Leaf/Stem Extract,"[""malva sylvestris flower/leaf/stem extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
600,Manganese Violet,"[""manganese violet""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
601,Mannitol,"[""mannitol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
602,Maranta Arundinacea Root Extract,"[""maranta arundinacea root extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
603,Melissa Officinalis Leaf Extract,"[""melissa officinalis leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
604,Mentha Piperita Leaf Extract,"[""mentha piperita leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
605,Mentha Viridis Extract,"[""mentha viridis extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
606,Methicone,"[""methicone""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
607,Methyl Methacrylate Crosspolymer,"[""methyl methacrylate crosspolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
608,Methyl Nicotinate,"[""methyl nicotinate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
609,Microcrystalline Cellulose,"[""microcrystalline cellulose""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
610,Microcrystalline Wax / Cire Microcristalline,"[""microcrystalline wax / cire microcristalline""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
611,Mineral Oil / Huile Minerale,"[""mineral oil / huile minerale""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
612,Morinda Citrifolia Extract,"[""morinda citrifolia extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
613,Morus Alba Root Extract,"[""morus alba root extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
614,Myristic Acid,"[""myristic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
615,Nannochloropsis Gaditana Extract,"[""nannochloropsis gaditana extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
616,Nitrogen,"[""nitrogen""]",Propellants,safe,safe,Propellant gas used in sprays; minimal dermal exposure from finished products; no known pregnancy/breastfeeding risk at typical cosmetic use.,False
617,Nymphaea Alba Flower Extract,"[""nymphaea alba flower extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
618,Ocimum Sanctum Leaf Extract,"[""ocimum sanctum leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
619,Octisalate 4.5%,"[""octisalate 4.5%""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
620,Octyldodecanol,"[""octyldodecanol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
621,Octyldodecyl Neopentanoate,"[""octyldodecyl neopentanoate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
622,Oenothera Biennis Oil,"[""oenothera biennis oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
623,Olea Europaea Fruit Oil,"[""olea europaea fruit oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
624,Oleic Acid,"[""oleic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
625,Oleyl Erucate,"[""oleyl erucate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
626,Oligopeptide-1,"[""oligopeptide-1""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
627,P-Anisic Acid,"[""p-anisic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
628,PEG-40 HYDROGENATED CASTOR OIL,"[""peg-40 hydrogenated castor oil""]",Essential Oils,caution,caution,Essential oil/fragrant botanical; limited pregnancy/breastfeeding safety data and can irritate—use with caution.,False
629,Pelargonium Graveolens Flower Oil,"[""pelargonium graveolens flower oil""]",Essential Oils,safe,safe,"Geranium (Pelargonium graveolens) essential oil is commonly used in cosmetics; no clear evidence of pregnancy or breastfeeding harm at typical low topical concentrations, but avoid ingestion and discontinue if sensitization occurs. (Topical cosmetic use only.)",False
630,Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,"[""pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
631,Phenylpropanal,"[""phenylpropanal""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
632,Phenylpropanol,"[""phenylpropanol""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
633,Phosphatidylcholine,"[""phosphatidylcholine""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
634,Pinene,"[""pinene""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
635,Poloxamer 188,"[""poloxamer 188""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
636,Polyacrylate-13,"[""polyacrylate-13""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
637,Polybutene,"[""polybutene""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
638,Polyethylene,"[""polyethylene""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
639,Polyglutamic Acid,"[""polyglutamic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
640,Polysilicone-11,"[""polysilicone-11""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
641,Polysorbate 80,"[""polysorbate 80""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
642,Polyvinyl Alcohol,"[""polyvinyl alcohol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
643,Potassium Azeloyl Diglycinate,"[""potassium azeloyl diglycinate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
644,PPG-26-BUTETH-26,"[""ppg-26-buteth-26""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
645,Propane,"[""propane""]",Propellants,safe,safe,Propellant gas used in sprays; minimal dermal exposure from finished products; no known pregnancy/breastfeeding risk at typical cosmetic use.,False
646,Prunus Domestica Seed Oil,"[""prunus domestica seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
647,Quercetin,"[""quercetin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
648,Red 28 Lake,"[""red 28 lake""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
649,Red 30 Lake,"[""red 30 lake""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
650,Red 33,"[""red 33""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
651,Red 6,"[""red 6""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
652,Red 6 Lake,"[""red 6 lake""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
653,Red 7 Lake,"[""red 7 lake""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
654,Ribes Nigrum Seed Oil,"[""ribes nigrum seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
655,Ricinus Communis Seed Oil,"[""ricinus communis seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
656,Rosa Canina Fruit Oil,"[""rosa canina fruit oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
657,Rosa Moschata Seed Oil,"[""rosa moschata seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
658,Salicyloyl Phytosphingosine,"[""salicyloyl phytosphingosine""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
659,Sclerotium Gum,"[""sclerotium gum""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
660,Sea Water,"[""sea water""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
661,Silica Dimethyl Silylate,"[""silica dimethyl silylate""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
662,Silica Silylate,"[""silica silylate""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
663,Sodium Acetylated Hyaluronate,"[""sodium acetylated hyaluronate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
664,Sodium Benzotriazolyl Butylphenol Sulfonate,"[""sodium benzotriazolyl butylphenol sulfonate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
665,Sodium Bicarbonate,"[""sodium bicarbonate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
666,Sodium Cetearyl Sulfate,"[""sodium cetearyl sulfate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
667,Sodium Cocoyl Glutamate,"[""sodium cocoyl glutamate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
668,Sodium Dextran Sulfate,"[""sodium dextran sulfate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
669,Sodium Gluceptate,"[""sodium gluceptate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
670,Sodium Hydrozxide,"[""sodium hydrozxide""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
671,Sodium Lauroamphoacetate,"[""sodium lauroamphoacetate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
672,Sodium Methyl Cocoyl Taurate,"[""sodium methyl cocoyl taurate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
673,Soluble Collagen,"[""soluble collagen""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
674,Sorbitan Oleate,"[""sorbitan oleate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
675,Sorbitan Olivate,"[""sorbitan olivate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
676,Sorbitan Palmitate,"[""sorbitan palmitate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
677,Sorbitan Sesquiisostearate,"[""sorbitan sesquiisostearate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
678,Stearalkonium Hectorite,"[""stearalkonium hectorite""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
679,Steareth-10,"[""steareth-10""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
680,Steareth-21,"[""steareth-21""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
681,Styrene/Acrylates Copolymer,"[""styrene/acrylates copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
682,Succinoglycan,"[""succinoglycan""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
683,Sucralose,"[""sucralose""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
684,Sucrose Cocoate,"[""sucrose cocoate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
685,Synthetic Beeswax,"[""synthetic beeswax""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
686,Synthetic Wax,"[""synthetic wax""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
687,Tapioca Starch,"[""tapioca starch""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
688,Tetradecane,"[""tetradecane""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
689,Tetrasodium Glutamate Diacetate,"[""tetrasodium glutamate diacetate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
690,Tin Oxide,"[""tin oxide""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
691,Triacontanyl Pvp,"[""triacontanyl pvp""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
692,Tridecyl Salicylate,"[""tridecyl salicylate""]",Salicylates,caution,caution,Salicylate derivative; systemic absorption from cosmetics is usually low but conservative pregnancy guidance often recommends caution.,False
693,Tridecyl Trimellitate,"[""tridecyl trimellitate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
694,Triethoxycaprylylsilane,"[""triethoxycaprylylsilane""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
695,Triethylhexanoin,"[""triethylhexanoin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
696,Trisiloxane,"[""trisiloxane""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
697,Trisodium Ethylenediamine Disuccinate,"[""trisodium ethylenediamine disuccinate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
698,Tropolone,"[""tropolone""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
699,Vinegar,"[""vinegar""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
700,Vitis Vinifera Seed Oil,"[""vitis vinifera seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
701,Vp/Hexadecene Copolymer,"[""vp/hexadecene copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
702,Water / Eau,"[""water / eau""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
